gene_name,entrez_id
HIPP1,40302
Pp2B-14D,32624
sinah,39885
Cyp4ac2,33755
Osi7,40761
CG5104,40280
sNPF-R,40195
CG13476,39602
Gfat2,43373
yps,39377
Tdc2,246620
CG2233,31721
vih,44118
CG2121,35814
twit,31153
CG6813,41396
CG12702,32993
CG3149,31489
twi,37655
CG1815,43730
CG13643,50074
Snup,7354429
CG5445,32722
CG31952,326179
Cngl,32468
yata,43508
ssx,31086
RhoGAP18B,32898
Sox21b,39569
TfIIB,34430
Eaat1,34251
CG12016,38411
CG15563,43695
GCS2alpha,49953
Mur2B,31111
beat-Ia,34947
CG11406,37877
CG7322,32880
Cp110,33136
CG12034,38396
rl,3354888
Ubc2,44496
cm,31647
CG14190,32891
Rbp6,39919
TfAP-2,40398
Karybeta3,40581
CanB2,46456
CCAP,42683
CG14718,41413
CG9896,37652
Srp68,39028
CG46280,26067077
CG9313,37374
CG9664,33540
ETHR,42523
vtd,3354896
ppk30,43487
CG13310,39007
jim,43924
Tbce,35532
Rassf,42734
AsnS,2768965
Dok,31667
z,31230
lt,3355130
CG30080,246441
CG15118,37199
Acf,36390
CG4730,43099
l(2)k09913,NA
sr,42162
neur,41085
CG42699,31507
Keap1,42062
CG18549,41538
CG12054,43694
mrj,36797
CG17754,31873
nrv1,33952
sdt,44861
CG2162,38360
DNApol-eta,40438
CG9879,33452
CG12004,38185
dsf,33823
CG44569,19836082
pgant6,38346
WRNexo,42208
CG14342,33310
CG30049,246416
CG32100,39400
phtf,35583
Ggt-1,33704
Pect,34716
cmpy,40288
CG31638,33910
CG30114,246465
CG10265,36676
CG11362,37574
CG44001,326173
CG6767,39132
CG31324,43177
CG10934,37013
RabX6,38084
bowl,33602
mei-W68,2768853
CG42245,7354428
oc,31802
HmgD,37481
CG8726,35758
CkIIbeta,32132
slp1,33607
CG12531,32986
CG15803,42206
CG5316,42322
CG10019,33600
c12.2,53434
CG2258,31729
CG33129,34514
CG14667,40643
CG12659,50403
l(1)G0196,NA
Jupiter,41392
na,48971
CG2865,31217
Best2,38727
Ac3,35419
Rrp45,32665
wdb,43312
CG44426,19836188
moody,31168
CCAP-R,2768688
CG7991,38214
CG7069,42621
Top3beta,31565
lmgA,5740853
CG5038,41867
Or45a,35958
CG9384,39608
vir,47869
CG17193,50044
Rcd2,40283
CG3679,32591
CG7332,32885
CG4073,41284
tara,53562
CG14441,31611
BicC,34946
Sxl,3772180
tth,32318
CG31388,41355
how,42596
Tsp26A,33838
CG43337,12798544
Tim9b,3772213
CG13999,33826
pre-mod(mdg4)-N,NA
dpr18,32572
CG7702,42242
oxt,38288
CG43737,32448
Zasp67,39148
CG42456,8674033
CG2983,33485
Klp10A,32049
Col4a1,33727
cora,37205
CG15209,32011
PMCA,43787
Cdc5,38062
RunxA,4379817
sky,35359
Teh2,38502
CG30033,246406
NKCC,39410
NFAT,32321
CG1314,33066
mamo,32353
CG7370,40427
Rdl,39054
Usp30,31519
CG6209,36517
lin,44355
alpha-Est10,40896
Itgbn,35368
Gld,40875
Cul5,43434
CG8630,41629
CG9171,33807
CG3650,37974
CG5273,31021
CkIIalpha,48448
Mpcp2,39587
CG10424,40085
CG13375,30976
cg,36571
wnd,40143
ago,39683
CG31808,10178782
B-H2,32723
CG6163,39274
mute,2768848
Phb2,46038
CG14459,40476
VhaM8.9,41104
Pc,40358
CG34307,5740370
Ptr,35546
SclB,19834948
CG7372,39697
Cdk5,36727
mahe,31707
DIP-beta,33125
CG13766,33922
CG43401,12797875
Naam,42348
CG43120,12798252
Spred,36643
Rbp,44505
ebi,33212
lmgB,44128
CG14142,39261
CG2120,31737
klu,39228
Cnx99A,44643
CG5877,32455
CG31342,41592
mew,32275
Tsp3A,31244
Cad74A,39936
Rgk2,37132
dsx,40940
Gyc88E,41825
CG32333,38142
Cyp6a9,36663
CG32694,31933
emp,37999
CG42854,10178809
Rip11,32850
CG34370,5740565
CG13685,38869
CG1090,40551
CG1486,33108
CG10803,31320
Ir47a,36095
bin3,35552
CG3077,33466
Myo95E,2768680
CalpA,37232
ATPsynG,46069
CG11357,38561
CG11070,33932
RhoGAP1A,5740235
CG30497,246653
CG46311,30522400
SclA,19835657
CG7099,34753
CG31051,261634
dtn,31555
Fcp1,37925
CG15890,32401
glo,41431
CG33523,38668
SLC5A11,34117
Droj2,41646
alphaSnap,40233
CG43373,39835
qkr54B,36966
Con,38590
dsd,43315
CG31028,43586
CG34126,318872
CG12605,38468
TyrR,42452
NTPase,33495
exd,32567
CG44422,32063
CG34325,32656
mnb,32771
pan,43769
Rbp1,41294
CG11360,43810
Tet,38347
car,32947
CG4511,41305
RapGAP1,34032
CG17816,40928
CG44000,14462701
CG15717,32262
Men-b,43936
CG5174,37117
GalNAc-T2,32836
hwt,32202
CG15630,33676
Cpr49Ac,36348
FoxP,41182
dia,35340
Clk,31251
dysc,39533
axo,43923
MYPT-75D,40032
2mit,41616
CG42668,42412
Gdi,34264
ana,37042
CG13931,38212
Itp-r83A,40664
arr,38993
zfh1,43650
bru2,250811
CG1673,32297
gpp,40793
Tes,35974
ytr,47457
Csp,40459
Klp68D,39332
CG6364,42894
Cpr65Ea,38773
CG10165,35242
SMC3,32627
CG44247,19835727
EndoB,37218
CG6700,34496
CNT1,35915
E(spl)mbeta-HLH,NA
CG32119,317866
CG1638,43721
SCAR,34519
insc,37355
Gdap1,38597
fwd,45374
Ets21C,33229
CG14762,35768
unc-5,36703
CG18480,34920
RAF2,39821
Abi,41718
twz,37456
CG46319,30522408
CrebA,39682
pre-mod(mdg4)-H,NA
fz2,40090
Atf-2,37978
SERCA,49297
mei-P26,45775
gd,32159
fng,40314
dpr10,39180
CG5953,34985
CG42837,10178840
Menl-1,3772542
CG43340,35698
CG16779,41134
CG7685,42220
CG31897,319011
CG15403,33527
Dsp1,117294
CG32204,317913
CG33116,326259
CG6765,38971
CG32264,38438
CG3812,32230
CG15080,37167
CG32700,31896
Cdep,40608
Paip2,41591
CG15923,42443
CG15544,43655
CG32152,317885
Scm,41168
AMPdeam,32352
plum,43197
CG43291,12797901
RhoGAP71E,39693
LanA,38723
CG9990,43391
kel,35084
Tyler,3772349
CG7326,32882
CdGAPr,35267
Slip1,43809
GEFmeso,37134
CG9426,34719
arx,40061
CG9717,43636
CG34135,4379850
fru,42226
EcR,35540
pAbp,37070
Fur1,47220
CG14527,43412
CG31465,42577
Lrp4,32552
pins,53569
NfI,43782
Gyc32E,34553
CG10413,35111
wake,42676
CG18265,39947
nrv2,33953
CG12177,32326
Galphao,36104
CG9684,41000
CG8188,32751
east,46006
CG4022,39082
ZnT41F,35513
Su(dx),31293
AP-2alpha,33211
DIP-delta,5740816
Gs1,33172
Dab,39873
CG31140,42836
pgant5,326151
CG45064,19836116
Pdcd4,32337
Trim9,34453
CG4587,34921
spoon,31459
CG30383,246583
homer,33944
CG42265,7354434
Ca-beta,34557
CG12620,35034
CG13784,34003
gprs,36862
CG43783,14462845
vari,35343
CG8187,36720
Glut1,38109
Cyp6a18,43304
slbo,37889
CG5068,39032
Reep1,37643
H,38995
CG14989,38485
CG5890,43126
Saf-B,42958
aux,40527
jumu,41265
krz,53554
Gpdh,33824
CG33995,3885607
nrv3,35408
CG11768,41046
dx,31589
CG11400,36935
Mcr,44071
Cip4,38534
PlexA,43832
cana,43670
CG31674,318878
Ppa,37602
Dap160,35378
CG34383,5740131
Msr-110,38629
fbl,46234
sel,36046
CG17271,42463
CG15111,37200
lili,42956
Rab3,36127
Sk2,326219
trio,43974
CG12320,42189
CG10924,37131
Cbp53E,36905
CG42613,42269
CG45050,41114
I-t,41414
pre-mod(mdg4)-Y,NA
Scamp,32470
Sema1a,34192
CG5065,36860
CG12866,36630
cDIP,42512
CG17528,3355134
mAChR-A,37892
CG32137,39537
AdipoR,42656
CG33082,318857
CG11982,41080
CG46312,30522401
bru3,39527
CG6330,43240
Pde9,32233
CG5664,40371
Dl,42313
Galphaq,36384
CG15186,40797
CG14223,32972
ckn,36673
elfless,35076
CG43345,35387
Sec24CD,33409
Ras85D,41140
CG34353,5740590
Nlg3,40912
stj,36526
ric8a,31874
CG31805,318952
CG12541,31650
CG4896,33305
Daxx,33906
disco,32579
CG13197,36253
pre-mod(mdg4)-B,NA
CG45544,19834823
CG15747,32288
ergic53,44679
dikar,38747
ari-1,32796
sima,43580
Ptp99A,43469
Pkc53E,48311
nAChRalpha5,34826
didum,35680
CG13164,36332
Usp32,40169
CG8602,38808
Rab26,40359
CG4662,42357
Akap200,34170
Tis11,32222
CG12698,32570
Cyp12d1-p,246648
Syt14,40544
sm,37254
shn,36171
CG6154,43184
CG7579,39714
RYBP,37601
CG42470,8673979
DIP-eta,33793
elgi,39735
CG8435,36789
gig,40201
Cyp313b1,41019
Drep2,35955
Strip,38412
spen,44205
Dis3,42900
SRPK,36706
ena,37201
CG9705,39875
pxb,41899
RSG7,32674
CG1291,38374
CG31221,42325
dpr11,40800
mtt,35832
Sox21a,39567
CASK,42567
Mkk4,41020
nSyb,38196
Cyp4s3,32444
CG13288,38665
Cirl,35846
CG31712,34320
Mi-2,40170
CG13293,38695
CG16791,42531
CG2519,40666
Dscam2,38788
CG18659,35929
rno,44879
Bx,42034
Ars2,35539
CG5860,42095
CG10663,39421
CG11505,38399
CG43187,12798317
pasi2,41113
alpha-Cat,40517
CG31029,318562
osa,42130
c(2)M,37368
tun,36740
CG17360,41425
Nep3,33005
hdc,43604
ND-24L,39926
CG15894,31574
pyd,41062
CG17716,36521
hts,37230
CG42450,32874
etaTry,36217
mam,36555
CG9117,33846
Sh,32780
pum,41094
CG32107,317856
CG9945,37329
Gbeta13F,32544
CG8100,39565
CG44477,19834907
rg,44531
Imp,32009
CG10357,38435
Synj,37517
Cpr50Ca,36523
wek,48785
fh,31845
CG11634,35434
l(2)35Cc,NA
CG17030,38591
CG4839,34348
snRNP-U1-70K,33982
CycA,39340
ACXA,53432
CG9821,41058
CG3995,42057
atl,42934
CG9616,41731
Mo25,39858
CG43070,12798339
Hsc70Cb,39557
CG3262,35452
Muc68E,2768990
CG2201,35417
Antp,40835
CG43795,5740629
CG8046,35936
qkr58E-1,37561
inv,36239
CG45263,50003
CG14506,43467
CG12236,31523
CG7102,34079
CG33303,2768916
CG18088,34219
upd1,32813
Mid1,37953
CG16833,47729
Bsg,318841
rump,41138
ACXC,34689
PEK,40653
mira,42379
CG14082,40088
CG43901,32024
nAChRalpha3,31767
RpII15,41741
Osi13,40769
CG30281,246525
CG11319,33923
bol,39049
CG17684,3355066
Grip,32478
CG13594,37940
RpS10b,32953
CG9344,37372
CG13667,38956
CG9784,32629
PGRP-LA,39062
GCS1,32073
CG5674,35072
Obp57a,37311
eRF3,34658
Abl,45821
jus,43453
CG43427,40583
CG16758,38315
Obp56g,37270
Deaf1,40164
side,43300
CG13284,35021
mura,41145
CG8326,32738
mahj,37462
CG34282,42248
CG3638,31071
Rexo5,38740
tyf,31363
Spn28Db,326261
CG31855,318983
S6kII,33139
CadN,35070
CG10680,35282
CG43736,3771905
CG13559,37720
CG43110,12798330
corto,40616
CG7251,33791
Dyrk3,3885567
CG5478,41936
CG10077,38756
jeb,36295
slmb,42504
CG32850,318246
Fs(2)Ket,35336
CG17018,49895
CheA84a,3771856
CG43759,32889
CG12535,31311
pho,43819
CG8861,41109
Blimp-1,38638
ninaC,34012
psq,36118
Sdr,41809
mGluR,43838
frm,38624
Culd,38946
Nak,48971
B52,41670
CG43902,31948
Kul,43501
Hipk,38070
pico,33003
GlcT-1,37516
Liprin-alpha,249072
CG42594,8674091
CG42337,40335
ATPsynCF6,42759
REPTOR,42930
nAChRalpha4,40521
CG4467,42747
CG7970,38205
lds,45894
CG6329,36529
CG32698,31915
Alk,53425
Pkn,35950
Rnb,43513
CG9445,50147
Hr38,35332
Hydr2,33532
Hrb27C,33968
Cyp303a1,49165
CG10050,40873
bru1,34648
Cul2,35420
CG44195,14462837
CG45002,32688
CG12128,36042
Oatp30B,34268
CG6931,39363
CG3756,33712
CG9003,36244
vvl,38752
CG11714,3772566
CG12581,40522
Glut4EF,41217
CG14931,34588
CG18641,33429
ap,35509
fred,33613
CG12547,3355145
NimB1,34813
CG11279,39486
CG8134,32507
SNF4Agamma,42515
CG30460,36924
CG8664,32719
Ace,41625
ssp2,39540
Evi5,32088
CG14664,12798232
CG2926,40676
CG31358,41462
CG1671,36019
CG42541,31344
Hcf,43788
Prosalpha4T2,37910
l(2)gl,33156
dnt,35207
CG32278,38382
Nckx30C,45248
CG13397,46386
CG31098,43057
tna,39217
Xe7,40699
bun,34665
CG42534,43298
Tm1,41852
cno,40620
Rbfox1,39198
Nep2,40588
tim,33571
futsch,5740544
CG5151,39772
Atg13,40998
scaf6,3346235
Met,32114
chb,43901
ear,44451
Dscam4,2769008
CG11563,43735
Elp1,37455
MRP,35007
CG34256,5740297
Rbp9,33498
CG17323,35138
CG10880,33398
CG31111,318595
CG40160,3354965
Trs31,36641
CG1578,32135
mRpL21,40091
CG10097,3771756
EndoGI,34953
rin,47998
dpy,318824
Klp98A,43310
Acer,34189
CG4562,42362
CG17683,3355011
tutl,46015
CG1542,43691
msi,43087
CG10516,39738
SmD3,36306
RpL27,43103
Sec13,44437
nAChRalpha6,34304
CG14454,40482
CG17290,36938
CG15034,31670
ect,44135
l(2)09851,NA
CG11700,31564
CG32457,318040
CG45049,42691
Usp5,38375
CG32767,31430
Muc55B,37057
CG9886,33431
CG7564,39956
CG9948,38757
CG9759,41661
Vps2,43164
Dot,44058
alien,34225
Cam,36329
e,41885
Ggamma30A,45234
CG42700,36330
PH4alphaPV,43640
BTBD9,32000
Tlk,318206
CG3038,30970
hth,41273
Arpc5,33444
CG9839,41055
CG34331,33011
CG14641,40529
CG33203,43414
CG11873,43435
shakB,33062
CG17221,33521
Parp,3355109
Hmu,43294
CG13841,50061
laccase2,35494
CG4612,37914
CG10869,33337
CG7084,42606
CanA-14F,8674098
Hr4,31162
fend,31843
Eip63E,38433
RpL6,43723
cpx,64877
CG13177,5740215
Eip78C,40345
CG34026,3885569
CG6379,31355
mav,43804
CG8950,36921
CG2972,31943
CG14464,3355132
Nnp-1,44391
TpnC41C,35473
CG13689,33241
spas,42846
SKIP,31840
CG33322,2768932
RpL30,44059
Slh,33434
Tpc2,37983
CG9596,33920
Fas2,31364
ovo,31429
CG9147,33855
mspo,36632
CG14609,40864
CG13603,42838
CG31360,318698
CG44325,31831
Cals,43824
CG14864,41846
CG9776,40546
ics,34774
CG42237,32261
FANCI,35895
fmt,38714
Map205,43765
Mrtf,38338
fws,35054
dpr21,8674044
egr,36054
CG5577,39985
comt,47091
Gfat1,3354921
Pmm45A,35923
CG3655,31056
Nxf3,317878
Yeti,39122
CG5191,42431
CG31016,326113
CG11665,35499
CG3337,42519
GCS2beta,35056
CG31157,318608
shep,38605
zld,32994
Ance-3,34808
Spase25,32095
CG13096,34183
CG42663,36403
CG6094,34446
Chd1,33505
Mal-A6,246565
CG5644,39029
CG32647,326226
pbl,38879
IA-2,33277
DCTN4-p62,35709
CG11151,32335
Cyp6a19,36662
CG13016,36562
RNaseZ,36086
CG5676,34368
PIG-F,40139
l(1)G0193,NA
CG14543,43167
Sgf11,40035
Mes2,40514
Neurl4,39558
PsGEF,31224
FASN3,3355111
omd,41674
HP1c,42696
4E-T,43836
Prp8,36304
CG16974,34713
uzip,38002
Maf1,35227
IntS8,36886
CG5397,33313
Neb-cGP,50417
pdgy,32426
orb2,39018
CG1662,32296
CheA86a,3772145
CG32732,31638
CG10170,42774
CG11671,40976
Hk,31955
Poxm,40990
CG2941,31348
CG13306,50301
S-Lap3,326187
Dys,36773
disp,44274
CG30356,246562
ATPsyndelta,42291
CG42324,38430
RpL37A,44783
Tctp,41341
CG32195,317907
CG17475,42069
Mst84Dc,40887
Wnk,40391
qua,35058
CtBP,41602
Fnta,33682
GM130,37524
csw,45278
Arr1,35078
O-fut1,36564
r-cup,33075
Zasp52,36740
