gene_name,entrez_id
dpr6,50296
CG31798,318946
Sema1a,34192
Atf3,43867
klar,38067
CG44195,14462837
lov,38007
Cip4,38534
Proc,250710
hig,35949
CG31360,318698
Nox,5740310
wech,44653
CG42260,37614
dve,37546
Atg13,40998
Opa1,36578
wts,43651
MCU,59223
inaF-B,8674114
grh,37038
Dlg5,34573
Gem2,40087
eIF4G2,42819
Gpdh,33824
Rgl,44115
CG32815,318224
Traf6,31746
SF2,53443
CG42876,10178914
rgr,35843
Cyp9f3,3772405
Dg,36773
CG46320,30522409
qvr,2768718
CG34315,5740282
Alk,53425
slim,37121
CG7031,42704
Ptp99A,43469
CG9413,32397
Ptpmeg2,31907
rad,53569
CG31098,43057
LRR,35715
CG14989,38485
CG3556,31380
GABA-B-R3,33248
inaF-D,32126
CG30411,246600
kibra,41783
Culd,38946
DCTN3-p24,46074
CG31522,40567
Syt14,40544
Scr,40833
CG17475,42069
Ubr3,31713
Psi,36889
Apc,43565
Archease,42551
CG1024,40789
lost,40559
CG34377,42608
DIP-delta,5740816
CG9384,39608
RhoGAP100F,43758
pnt,42757
CG42245,7354428
Tsp42Ep,35626
CG42797,31905
ctp,31405
RhoGAP102A,43781
clumsy,35394
kek1,34688
PlexA,43832
Syp,42460
Blos4,39219
CG5973,34023
Rpn1,40174
Pkc98E,43428
CG6527,39197
CG11138,32205
ImpE1,45879
CG32270,3772375
Ugt,40055
Ubc4,41785
CG34394,33552
CG13827,42751
CG32107,317856
pho,43819
Unc-76,31179
CG3651,35440
pre-mod(mdg4)-AB,19836240
Taf4,39765
CG9784,32629
Rala,31332
Nckx30C,45248
baz,32703
pod1,31620
CG45099,19835431
M6,42889
Mocs1,39238
Imp,32009
Trs20,39769
CG7328,40204
CG17145,40215
Osi6,40760
Proc-R,31408
CG8184,32510
Mef2,36032
upSET,39551
RpS8,43532
Apc2,42871
RhoGAP71E,39693
nAChRalpha3,31767
CG34417,31591
wda,42750
Abl,45821
CG9821,41058
CG8272,35875
osp,34850
CG11459,40741
sty,39833
mud,44839
Snoo,5740414
CG1504,33028
sol,44014
fus,44095
dysc,39533
Sf3b3,38093
futsch,5740544
CG11873,43435
Map205,43765
cpx,64877
CG43143,41256
inaE,32343
Pmi,41852
Thd1,43796
Eip63E,38433
CG34282,42248
nAChRalpha7,32928
AGO1,39683
stai,34127
dtn,31555
fne,32245
Dbp80,3354919
CG32767,31430
peb,31391
Bsg,318841
l(2)gl,33156
Vang,35922
NaCP60E,37981
mst,37247
jus,43453
CG3149,31489
CG40160,3354965
fliI,33110
CG4562,42362
mrn,39688
Tsp42En,35624
Hipk,38070
mthl14,318046
Cralbp,38651
P5CDh1,40434
CG4839,34348
fmt,38714
ArgRS-m,40929
mRpL49,32242
bru3,39527
mlt,36072
cpo,45840
frma,31464
luna,2768719
chinmo,33343
CG7881,35521
CG31760,34642
X11Lbeta,31997
CG11768,41046
Cad86C,41302
Pp1alpha-96A,42922
CG12531,32986
GluRIB,44484
Mical,41225
kis,33185
CG12299,34483
Sin3A,36382
br,34009
mamo,32353
Ilp6,31220
GlyT,37772
l(1)G0004,33033
hb,41032
slo,42940
yata,43508
CG43066,37129
Ubc6,40610
hkb,40549
Tob,32574
Spn,34982
mRpL21,40091
CG17816,40928
sano,37185
Dop1R1,41726
CG5292,42079
CG13887,38096
Rbfox1,39198
CG32698,31915
rdx,41704
nonA,32603
Rdl,39054
l(3)L1231,41776
danr,43020
Fs(2)Ket,35336
mr,44525
Gfat1,3354921
pre-mod(mdg4)-C,19835476
eIF4EHP,326255
Brd8,43460
Ssu72,32973
Eip93F,44936
roh,246602
CG2926,40676
unc-13,43841
CG31323,318682
unc-4,32757
edin,317900
CG13323,36433
CG42671,39268
Hr4,31162
sm,37254
CG4866,36976
CG12581,40522
alpha-Est5,40905
Suv3,40543
Tnpo,38721
Edem2,34714
CG7639,36675
Rgk1,14462605
sd,32536
Mbs,49070
RNASEK,3355016
Mur2B,31111
Ank,43770
e(r),31293
Sin,40325
CG13559,37720
Orct2,42890
CG14431,31639
GCS2alpha,49953
l(2)k09848,35536
Itgbn,35368
eRF3,34658
CG32695,31918
CG17385,36603
sls,44013
Eip78C,40345
DCTN4-p62,35709
uzip,38002
CG13784,34003
Rbp9,33498
sv,43825
CG10317,41987
CG13016,36562
lt,3355130
CG1943,40844
CG15829,38782
pum,41094
Kr,38012
LysP,38129
RpL19,37995
CG15098,37174
Dscam1,35652
fbl,46234
CG17508,49893
CG7311,34776
CG4553,43078
CG17683,3355011
l(2)37Cc,49168
PIP4K,3885565
Calx,42481
Lap1,36670
CG11665,35499
CG13895,38087
Spn47C,36163
CG7457,38865
RpL10,39338
Cals,43824
Obp83g,170878
Cyp6a18,43304
Cyp6w1,35543
Appl,31002
Ect3,41457
Zasp52,36740
DNApol-eta,40438
CG31807,318953
