gene_name,entrez_id
prtp,32124
Crk,32026
Pka-R2,36041
AANATL2,33874
CG3168,31612
Arl6IP1,42027
cola,246566
eco,38812
fj,37089
CG32454,318037
Tango13,32312
Mbs,49070
Gdi,34264
CG12347,42152
CG17219,33515
Dcp-1,37729
CG32039,317834
CG8974,32532
Wnt4,34007
Picot,36865
CG18549,41538
Cpr,33883
MFS12,35745
CG31808,10178782
CG30043,246412
CG1129,40599
nes,40093
CCKLR-17D3,32864
CG12692,31372
CG8389,36764
NaPi-T,36651
Vha16-1,44307
CG14395,41560
tral,39430
ZnT35C,34890
Csl4,34548
mei-S332,37523
TMEM216,41035
CG7166,40401
CG1622,32282
Dhx15,35654
CG7889,32916
Cpr47Ec,36191
Vang,35922
Spn77Bb,40235
CG18754,59145
CG3566,31562
eEF1alpha1,36271
CG13239,40503
Ice2,42507
para,32619
Dlic,32057
CG30183,37749
CG12985,32774
CG17375,33956
pgc,5740599
CG30403,246595
Nna1,32329
CG12007,40617
CG15385,33396
CG11436,31386
CG8301,41160
CG34317,5740224
CG45060,19835394
Cyp12d1-d,2768720
CG4839,34348
Sfxn2,40080
sosie,8674055
AgmNAT,31512
MED14,38073
CG31550,40661
CG14190,32891
Sptr,31781
CG17493,3355126
CG1441,36029
eEF1gamma,44791
Kr,38012
CG14605,40867
CG30389,37410
VAChT,42795
Adat1,34787
CG3808,40074
CG14606,40866
Galphaq,36384
Best1,53431
Traf-like,32611
CG10338,35124
CG31109,43001
pre-mod(mdg4)-H,26067059
CG42340,7354472
CG10050,40873
CG12531,32986
CG5493,37139
stg,43466
CG7601,43502
CG9426,34719
eIF4H2,43645
CG8888,36293
CG18812,59173
dpr1,38559
coro,35596
CG42505,8674018
CG1407,36043
CG11771,42984
CG6005,42279
ihog,33972
CG7888,39232
Pex3,39652
CG42524,8674084
Tsp26A,33838
tj,35227
Liprin-gamma,37552
Csat,31255
CG42265,7354434
PR-Set7,41743
CG30345,246553
RhoGDI,40179
CG11505,38399
CG13315,50300
CG3078,31211
CG8331,36569
mei-P26,45775
CG9171,33807
CG5626,39397
dmt,43725
CG16779,41134
Nep1,31547
Ir47a,36095
fus,44095
NfI,43782
CG3726,31525
CG34355,42820
CG42638,8673965
Trpml,40152
CG1662,32296
EndoGI,34953
Irbp,117419
stau,37065
CG43347,31991
CG45064,19836116
slo,42940
CG15744,2768909
rau,33814
Keap1,42062
mei-38,31104
Sema1b,37007
His3.3B,31848
dpr15,41473
Jarid2,39103
bru3,39527
CG10154,39509
NFAT,32321
CG46311,30522400
ChLD3,35002
Psc,36431
jeb,36295
CG12118,31857
Mipp2,31544
CG14856,41790
CG9525,34217
pre-mod(mdg4)-N,26067062
lute,42089
CG31213,42382
CG12715,32252
CG17378,33951
Edc3,39957
CG13055,39779
chm,43928
AP-1gamma,31842
CG34140,4379908
LRR,35715
sv,43825
CG12081,31799
Fas3,35097
Cpr78Ca,40352
Smurf,36999
CG8026,35941
Hr39,35398
mamo,32353
Pka-R1,40305
Miro,42845
CG14490,37041
CG11970,41072
CG8272,35875
Ptr,35546
Naa30B,317976
CG12004,38185
Pabp2,35788
Ada3,32787
GluClalpha,42350
Atg13,40998
Abi,41718
CG18065,3772419
tsh,35430
ens,38491
CG2217,43607
gny,34409
pre-mod(mdg4)-B,19835051
drongo,33263
tyn,3354987
B4,34767
CG8195,36725
Sp1,31913
Sirt7,43433
lap,40863
Cyp9f3,3772405
FMRFaR,38357
CG9988,43388
laza,40468
CG11889,3772506
amn,32999
Imp,32009
CG12851,37993
CG14438,31615
CG12866,36630
Ekar,43806
Syt7,43783
CG45085,19834931
CG16868,37298
dysf,43174
Shaw,33599
CG42380,7354411
CG17167,3354991
Cul3,34896
fend,31843
Ih,36589
CG3209,37852
mnb,32771
spheroide,32648
by,41144
Rph,32002
Pde11,35107
Appl,31002
CG17770,43118
CG30274,246521
Nct,42964
ABCB7,38193
Rab26,40359
Andorra,32798
fra,3772082
nAChRalpha3,31767
Dak1,39396
trx,41737
CG9395,34742
Grip71,35130
Lac,36363
CG12402,41714
Lerp,43223
DIP1,43981
CG34113,4379844
CG12869,36616
ana,37042
CG1673,32297
fne,32245
AstC-R2,40019
AstA-R1,44126
Pa1,32079
Cpr76Bd,40123
CG8229,35898
CG10077,38756
Taf7,40934
SMSr,38823
botv,37198
GstD4,48337
CG6282,38985
FER,41118
CG13334,36510
rec,49241
CG34040,3885655
gogo,40225
PGRP-SC1b,35861
SP2353,36771
Gbp3,42709
CG11975,41074
CG14495,37056
CG34449,31887
Dop1R1,41726
BicC,34946
nrv3,35408
CG9821,41058
CG10804,31317
mute,2768848
Kul,43501
Inx2,31646
CG31496,326145
Patsas,34634
Cap-H2,41289
Sema2b,246538
CG46244,26067072
CG3618,40303
CG13907,38104
fray,44233
l(3)07882,46201
CG15387,33403
CG14204,32950
kek2,34582
CG42748,35442
CG5482,37144
msl-1,35121
jim,43924
CG44013,14462476
dpr6,50296
CG6923,41420
CG12990,32747
CG3409,35578
spoon,31459
Dhit,37037
grh,37038
bol,39049
CG43373,39835
woc,47249
CG8468,36577
Mkk4,41020
CG42379,7354410
Top1,32458
REPTOR,42930
CG2277,38148
CG5399,41900
Eip78C,40345
CG16854,34539
Pdcd4,32337
dpr8,32387
Gbp2,36937
CG13380,40029
CG43070,12798339
hth,41273
CG17005,34249
Galphao,36104
NimB1,34813
Arc2,36597
CG2186,32017
CG8786,40144
RhoGAP100F,43758
obst-A,33022
CG42240,7354471
rump,41138
CG30463,246627
pgant5,326151
ago,39683
PEK,40653
Neto,32303
CG14646,40555
Gclc,53581
CG8924,32557
CG17598,33140
CG9467,41207
CG18368,36519
CG12983,40319
CG17716,36521
wap,31187
ssp6,38694
CG6403,43220
CkIIbeta,32132
CG7556,32902
CG11095,32348
mGluR,43838
lmgB,44128
CG15202,32052
CG14247,43221
CG12773,31082
CG31998,43774
fon,35211
Hipk,38070
frm,38624
CG11227,33071
CG1812,33049
bab2,44254
ttk,48317
hid,40009
CG30187,246509
CG9427,41164
Dl,42313
CG42381,7354409
csw,45278
CG18208,42258
Hsepi,35569
kis,33185
Sur-8,42093
GstE8,37113
gl,33156
dimm,35404
CG5550,36883
jumu,41265
CG8034,32924
CG6294,32474
Arp3,38898
CG42260,37614
CG2918,31215
sick,35277
Cow,42733
oys,36045
CG9447,35597
CG34120,318066
CG12974,40350
fbl,46234
onecut,45816
S6kII,33139
CG12177,32326
DIP-epsilon,7354433
Smox,31738
cno,40620
twin,42880
GlyT,37772
sd,32536
CG41099,3355072
Lar,35259
CG4622,37919
tai,34242
CG31267,318651
plh,40615
Hr3,36073
B-H2,32723
CG1695,33046
lectin-28C,53542
Cyp6a13,35837
MESR4,36986
Aef1,40370
CG34041,3885583
CG18336,50236
CG12541,31650
fs(1)h,31722
Eip55E,37143
CG18530,59241
sff,39732
Sh,32780
MRP,35007
CG12831,35631
Bacc,33462
CG13917,38186
H,38995
Nlg1,40913
Ppcs,42295
Ptp69D,39443
Syn,33473
raptor,31543
CG6928,39367
Fs(2)Ket,35336
shg,37386
Ubc7,44054
CG9518,32416
CG13088,34180
CG42268,39145
CG42504,8674050
eEF1alpha2,43736
CG8188,32751
Pmi,41852
sqd,41666
Reps,34542
ena,37201
Eip74EF,39962
unc-104,36876
CG42324,38430
Octbeta1R,42652
mAChR-B,40955
CG15011,38518
CG45092,19836220
Psf3,31967
CG14817,31145
CG12768,40513
CG42807,36511
Duba,39302
Sf3b1,33235
upSET,39551
CG34383,5740131
ttm50,31266
Apc2,42871
CG11158,32327
rdgC,40224
CG17230,41376
FLASH,36455
dpr13,3885598
elav,31000
MsR2,38296
hbs,44129
eys,3771890
Spn,34982
CG34347,5740668
CG1965,40842
nub,34669
alpha-Est9,40897
CG42404,41842
lig,35771
trio,43974
CG32850,318246
otp,37364
ClC-a,41428
CG43658,32729
THADA,33001
RunxA,4379817
bru2,250811
CG12912,36075
Rgk2,37132
orb,42752
CG18088,34219
ear,44451
Nf1,43149
rdgB,32340
rst,31290
inc,31110
robo2,44522
CG31195,46155
CG7849,35537
CG33460,3885588
Ald,43183
CG17159,5740147
NPFR,40754
CG3163,37836
CG10486,38664
cpo,45840
l(2)01289,46017
RasGAP1,39158
CG32053,39178
RluA-1,34438
RpS27,34420
CG4467,42747
rush,31105
eIF4H1,49809
CG45084,19836008
CG44195,14462837
AttA,36636
Vha13,42341
CG9759,41661
lmgA,5740853
fs(1)N,45973
CG10469,38696
Amy-p,47764
CG43902,31948
pros,41363
CG10803,31320
CG12128,36042
CG3995,42057
t,40848
Tehao,34761
Efr,31553
Lk6,44672
trr,31760
Girdin,38385
Hrb27C,33968
beat-VII,43213
CG34316,5740757
Orct,42891
norpA,31376
CG33981,3885654
smp-30,41786
toy,43833
CG3655,31056
dpr14,31702
pod1,31620
CG43736,3771905
CG8249,36742
CG3556,31380
CG9686,31921
Pdp1,45588
mbc,42817
CG8213,35902
RhoGAP18B,32898
Cad86C,41302
IRSp53,39258
CG12769,35770
CG5674,35072
spg,31554
RpL12,45329
CG11000,40721
CG3226,31597
CG17684,3355066
CG18249,40964
CG14613,33133
Or45a,35958
Mrtf,38338
jvl,41788
CG16749,41111
mei-217,3771806
CG46319,30522408
Cdk12,40385
jus,43453
msi,43087
CG9302,34750
gpp,40793
Mhc,35007
Nup153,32630
CG15293,34828
cindr,43654
Efa6,42665
CG32845,318243
pigs,31596
dally,39013
CG15543,43647
BuGZ,35004
cathD,45268
CG43689,31353
Smr,32225
Mkp3,40081
CG31688,35314
CG12717,32229
CG5828,33742
TpnC25D,33752
CG44014,41893
CG3651,35440
Rfx,41266
CG32651,318140
CG1463,32211
CG3542,33513
Dro,38419
CG12025,38246
CG11125,35669
car,32947
CG5850,34327
CHES-1-like,31678
CG13663,43029
CG7130,40450
pxb,41899
Ag5r,44631
PH4alphaPV,43640
CG7728,39904
SF2,53443
stx,32005
Eip93F,44936
Su(Tpl),31293
CG5921,31538
FANCI,35895
Hr4,31162
CG46025,26067063
CG32808,318221
Bre1,38652
Abl,45821
CG8915,32715
GstE3,37108
Vps4,32777
Act5C,31521
hdc,43604
Chrac-16,32166
M6,42889
nrm,40515
CG11378,31060
CG33722,3772658
Phae2,34638
CG9527,33898
CG8079,36689
Zip48C,36273
Pde9,32233
CG32409,318016
Atpalpha,48971
Ac78C,40333
nonA,32603
CG14435,31628
Hk,31955
CG11279,39486
CG46321,30522410
alien,34225
rdx,41704
CG43110,12798330
Rtc1,32338
CG33307,2768914
cg,36571
CG9425,39613
CG1172,40647
ChAT,42249
GstT2,246386
CG18480,34920
CG11601,33197
Cam,36329
mIF3,36335
CG10035,41511
jagn,40714
Rep,40092
CG31358,41462
CG2658,31253
Rtca,31175
Obp51a,246666
Pp2C1,31404
mip40,37215
heph,48571
ps,44885
Hsp27,39078
RpS26,35098
Galk,39031
CG33346,2768690
S6k,38654
CG14431,31639
Poxm,40990
Gip,31960
Epac,35588
CG10431,35157
CG9784,32629
CG4089,41300
Atf6,35480
CG45263,50003
SAK,40384
CG31687,318886
CG5577,39985
dmpd,36061
bug,36749
uzip,38002
CG6674,39174
RPA2,33214
CG10514,43052
Ubqn,32977
Mal-A6,246565
Diedel3,50358
lqf,38846
Spase25,32095
RpS8,43532
orb2,39018
mthl14,318046
CG11961,37221
CG31360,318698
CG32756,318193
CG9519,32415
Mtr4,48782
AdenoK,39479
Rbm13,31818
PPP1R15,37820
CG32698,31915
CG6805,36911
Parp,3355109
ste14,39478
Ggamma30A,45234
CG18870,59218
CG11665,35499
ThrRS,45784
Jon65Ai,38685
isopeptidase-T-3,37261
CG9596,33920
CG17508,49893
lt,3355130
Trx-2,34281
CG7627,34148
CG7637,36135
SC35,53444
mlt,36072
CG13312,39010
CG7382,33772
CG4570,41306
CG10466,35268
Osbp,42985
CG43133,12798151
CG11210,35779
CG33506,3346177
CG2200,32258
Paf-AHalpha,32529
CG9886,33431
CG7966,41610
He,117464
Nak,48971
CG7778,34147
futsch,5740544
Lsd-2,32437
vih,44118
galla-1,246485
Shab,38352
CG4078,31497
jigr1,43093
mib1,39750
CG8399,36768
CG14483,36995
CG7564,39956
Frl,42560
pain,37985
nst,39434
Pmm45A,35923
CG1288,40865
JIL-1,39241
Wnk,40391
sut1,35774
comm2,39716
CG42684,32754
ATPsyndelta,42291
Oda,36307
RpL26,40060
Mfe2,32582
CG18766,59150
Fdh,41311
Arr1,35078
